Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
94             185.60         13.92          0           0           206.17         20.57            220.09         34.49          
95             185.71         0.17           0           2           208.49         22.78            208.66         22.95          
96             187.74         6.59           0           2           208.66         20.91            215.25         27.50          
99             193.74         3.79           0           2           215.25         21.50            219.04         25.30          
100            194.69         15.50          0           1           218.74         24.05            234.24         39.55          
102            198.49         4.32           0           2           219.04         20.54            223.36         24.87          
103            198.84         2.50           0           0           220.09         21.24            222.58         23.74          
104            201.27         3.51           0           0           222.58         21.31            226.09         24.82          
105            202.79         15.60          0           2           223.36         20.57            238.96         36.17          
106            204.79         0.40           0           0           226.09         21.30            226.49         21.69          
107            216.08         1.09           0           0           226.49         10.41            227.58         11.50          
108            221.80         1.52           0           0           227.58         5.77             229.10         7.30           
109            225.03         3.40           0           0           229.10         4.07             232.51         7.48           
110            225.84         0.81           0           0           232.51         6.66             233.32         7.48           
111            231.83         4.81           0           0           233.32         1.49             238.13         6.30           
112            232.22         4.59           0           1           234.24         2.02             238.83         6.61           
113            234.73         4.20           0           0           238.13         3.40             242.33         7.60           
114            236.25         0.70           0           1           238.83         2.58             239.53         3.28           
115            239.79         3.04           -1          1           239.79         0.00             242.82         3.04           
116            244.96         13.60          -1          0           244.96         0.00             258.56         13.60          
117            245.69         5.33           -1          1           245.69         0.00             251.02         5.33           
118            246.95         7.28           -1          2           246.95         0.00             254.22         7.28           
119            248.81         0.80           0           1           251.02         2.21             251.82         3.01           
120            250.67         18.26          0           1           251.82         1.15             270.08         19.41          
121            251.35         1.18           0           2           254.22         2.88             255.40         4.06           
122            251.79         10.86          0           2           255.40         3.61             266.26         14.47          
123            254.20         9.17           0           0           258.56         4.36             267.73         13.53          
124            258.99         1.65           0           2           266.26         7.27             267.92         8.92           
125            265.77         2.48           0           0           267.73         1.96             270.21         4.44           
126            266.50         19.60          0           2           267.92         1.42             287.52         21.02          
127            266.57         0.80           0           1           270.08         3.51             270.88         4.31           
128            268.93         1.55           0           0           270.21         1.28             271.77         2.83           
129            272.10         11.14          -1          0           272.10         0.00             283.24         11.14          
130            274.70         0.17           -1          1           274.70         0.00             274.87         0.17           
131            275.84         0.16           -1          1           275.84         0.00             276.00         0.16           
132            276.36         1.55           -1          1           276.36         0.00             277.90         1.55           
133            280.64         4.17           -1          1           280.64         0.00             284.80         4.17           
134            280.67         19.26          0           0           283.24         2.56             302.49         21.82          
135            284.56         5.45           0           1           284.80         0.24             290.25         5.69           
136            285.54         0.80           0           2           287.52         1.98             288.31         2.77           
137            289.53         3.73           -1          2           289.53         0.00             293.26         3.73           
138            290.49         15.45          -1          1           290.49         0.00             305.94         15.45          
139            292.15         31.25          0           2           293.26         1.11             324.51         32.36          
140            292.27         5.84           0           0           302.49         10.23            308.34         16.07          
141            294.54         1.89           0           1           305.94         11.40            307.83         13.29          
142            295.58         11.03          0           1           307.83         12.26            318.86         23.28          
143            297.81         2.20           0           0           308.34         10.53            310.54         12.73          
144            297.88         1.64           0           0           310.54         12.66            312.18         14.30          
145            297.91         7.83           0           0           312.18         14.27            320.00         22.10          
146            301.15         16.99          0           1           318.86         17.70            335.84         34.69          
147            304.68         13.79          0           0           320.00         15.33            333.79         29.12          
148            307.46         0.91           0           2           324.51         17.05            325.42         17.96          
149            307.84         1.73           0           2           325.42         17.58            327.14         19.31          
150            309.29         1.36           0           2           327.14         17.86            328.51         19.22          
151            310.86         3.03           0           2           328.51         17.65            331.53         20.68          
152            311.93         0.76           0           2           331.53         19.60            332.29         20.37          
153            312.85         3.57           0           2           332.29         19.45            335.86         23.01          
154            313.70         16.62          0           0           333.79         20.09            350.41         36.71          
155            319.29         4.09           0           1           335.84         16.55            339.94         20.65          
156            320.90         0.63           0           2           335.86         14.96            336.49         15.59          
157            321.09         40.69          0           2           336.49         15.40            377.18         56.09          
161            327.86         0.58           0           1           339.94         12.08            340.52         12.66          
162            328.75         7.71           0           1           340.52         11.77            348.23         19.48          
163            329.46         1.68           0           1           348.23         18.76            349.91         20.44          
164            332.67         8.52           0           1           349.91         17.23            358.43         25.75          
165            333.24         4.28           0           0           350.41         17.17            354.69         21.46          
166            334.18         4.19           0           0           354.69         20.52            358.88         24.71          
167            335.68         6.79           0           1           358.43         22.75            365.22         29.54          
168            336.78         2.73           0           0           358.88         22.11            361.62         24.84          
169            338.30         1.69           0           0           361.62         23.32            363.31         25.01          
170            338.42         7.79           0           0           363.31         24.89            371.10         32.68          
173            340.01         13.48          0           1           365.22         25.21            378.70         38.69          
175            341.63         1.49           0           0           371.10         29.47            372.59         30.96          
177            349.18         1.85           0           0           372.59         23.41            374.44         25.26          
178            350.91         19.37          0           0           374.44         23.53            393.81         42.90          
179            352.33         2.98           0           2           377.18         24.85            380.16         27.83          
182            355.09         0.57           0           1           378.70         23.62            379.27         24.19          
184            361.23         1.01           0           1           379.27         18.04            380.28         19.05          
185            364.27         4.77           0           2           380.16         15.89            384.93         20.66          
186            368.54         0.69           0           1           380.28         11.73            380.97         12.42          
187            368.72         0.29           0           1           380.97         12.24            381.25         12.53          
188            370.53         12.91          0           1           381.25         10.72            394.16         23.63          
189            371.12         1.97           0           2           384.93         13.82            386.91         15.79          
190            372.87         5.16           0           2           386.91         14.04            392.07         19.20          
191            380.04         6.13           0           2           392.07         12.03            398.19         18.15          
192            382.14         0.53           0           0           393.81         11.66            394.34         12.20          
193            389.10         3.92           0           1           394.16         5.06             398.08         8.98           
194            392.35         3.07           0           0           394.34         1.99             397.41         5.07           
195            401.78         6.27           -1          0           401.78         0.00             408.05         6.27           
196            403.29         5.23           -1          1           403.29         0.00             408.53         5.23           
197            404.73         0.03           -1          2           404.73         0.00             404.77         0.03           
198            406.64         7.04           -1          2           406.64         0.00             413.68         7.04           
199            412.89         8.89           -1          0           412.89         0.00             421.79         8.89           
200            413.88         2.67           -1          1           413.88         0.00             416.55         2.67           
201            415.75         1.96           -1          2           415.75         0.00             417.71         1.96           
202            425.30         3.06           -1          0           425.30         0.00             428.36         3.06           
203            425.74         2.56           -1          1           425.74         0.00             428.30         2.56           
204            426.15         0.30           -1          2           426.15         0.00             426.45         0.30           
205            426.26         4.10           0           2           426.45         0.19             430.55         4.29           
206            426.67         13.81          0           1           428.30         1.63             442.11         15.44          
207            428.02         4.61           0           0           428.36         0.34             432.97         4.95           
208            428.64         0.66           0           2           430.55         1.91             431.21         2.56           
209            432.14         2.69           -1          2           432.14         0.00             434.83         2.69           
210            433.00         11.85          -1          0           433.00         0.00             444.85         11.85          
211            437.77         2.67           -1          2           437.77         0.00             440.44         2.67           
212            438.26         4.84           0           2           440.44         2.18             445.28         7.02           
213            438.41         4.79           0           1           442.11         3.71             446.90         8.50           
214            444.37         0.12           0           0           444.85         0.48             444.97         0.60           
215            448.68         2.89           -1          0           448.68         0.00             451.57         2.89           
216            449.02         11.94          -1          1           449.02         0.00             460.97         11.94          
217            451.21         0.50           -1          2           451.21         0.00             451.71         0.50           
218            451.47         2.48           0           0           451.57         0.10             454.05         2.58           
219            452.77         0.47           -1          2           452.77         0.00             453.24         0.47           
220            453.47         1.03           -1          2           453.47         0.00             454.50         1.03           
221            455.75         3.32           -1          0           455.75         0.00             459.07         3.32           
222            456.10         9.99           -1          2           456.10         0.00             466.09         9.99           
223            457.53         5.45           0           0           459.07         1.54             464.52         6.99           
224            459.07         1.72           0           1           460.97         1.89             462.69         3.62           
225            460.17         9.49           0           1           462.69         2.52             472.18         12.01          
226            468.29         2.15           -1          0           468.29         0.00             470.44         2.15           
227            470.35         2.55           -1          2           470.35         0.00             472.90         2.55           
228            470.75         2.90           -1          0           470.75         0.00             473.65         2.90           
229            477.49         11.39          -1          0           477.49         0.00             488.88         11.39          
230            483.30         3.35           -1          1           483.30         0.00             486.65         3.35           

Customers who did not stay: 
Customer ID    Arrival Time   
29             54.39          
30             56.09          
97             188.71         
98             189.51         
101            196.11         
158            321.77         
159            323.70         
160            324.47         
171            338.68         
172            338.95         
174            340.49         
176            347.69         
180            352.78         
181            353.97         
183            356.34         

Number of queues: 1
Max allowed to wait: 10
Customer arrival rate (per hour): 30.0
Customer service time (ave min): 6.0
Number of customers arrived: 231
Number of customers serviced: 216
Number of customers turned away: 15
Number of customers who waited: 168
Avg. wait time total: 8.468994461753816
Maximum wait time: 29.467930550099823
Standard Deviation of wait time: 8.049855365659843
Avg. service time of customers: 5.903139315502569
Avg. wait of customers who waited in a queue: 10.888707165112049
Avg. total time in bank: 14.372133777256392
Teller 0 serviced 70 customers
Teller 1 serviced 73 customers
Teller 2 serviced 73 customers


Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
0              0.64           5.83           -1          0           0.64           0.00             6.47           5.83           
1              9.54           13.82          -1          0           9.54           0.00             23.36          13.82          
2              11.54          2.75           -1          1           11.54          0.00             14.29          2.75           
3              15.28          1.15           -1          1           15.28          0.00             16.43          1.15           
4              19.16          1.80           -1          1           19.16          0.00             20.96          1.80           
5              23.07          2.84           -1          1           23.07          0.00             25.91          2.84           
6              26.06          9.11           -1          0           26.06          0.00             35.17          9.11           
7              26.34          2.54           -1          1           26.34          0.00             28.88          2.54           
8              26.88          11.71          -1          2           26.88          0.00             38.59          11.71          
9              27.21          6.00           0           0           35.17          7.96             41.17          13.96          
10             30.22          1.39           -1          1           30.22          0.00             31.61          1.39           
11             30.79          2.56           1           1           31.61          0.81             34.17          3.38           
12             34.36          7.26           -1          1           34.36          0.00             41.62          7.26           
13             36.25          25.27          0           0           41.17          4.92             66.43          30.18          
14             36.53          15.65          1           1           41.62          5.09             57.27          20.75          
15             38.33          0.53           2           2           38.59          0.26             39.12          0.79           
16             38.47          3.11           0           0           66.43          27.96            69.54          31.07          
17             38.62          1.90           2           2           39.12          0.50             41.02          2.40           
18             38.82          4.99           1           1           57.27          18.45            62.26          23.44          
19             38.82          5.43           2           2           41.02          2.20             46.45          7.63           
20             39.30          4.14           2           2           46.45          7.15             50.59          11.29          
21             41.21          15.44          0           0           69.54          28.32            84.98          43.77          
22             47.01          7.48           2           2           50.59          3.58             58.07          11.06          
23             47.17          2.39           1           1           62.26          15.09            64.66          17.49          
24             48.87          3.24           2           2           58.07          9.20             61.31          12.45          
25             52.01          3.01           2           2           61.31          9.31             64.33          12.32          
26             54.43          0.70           0           0           84.98          30.55            85.68          31.25          
27             54.92          3.21           1           1           64.66          9.73             67.86          12.94          
28             54.93          0.20           2           2           64.33          9.40             64.53          9.60           
29             56.63          3.75           0           0           85.68          29.05            89.43          32.80          
30             62.43          3.38           1           1           67.86          5.43             71.25          8.82           
31             62.82          0.89           2           2           64.53          1.71             65.42          2.60           
32             65.13          1.75           2           2           65.42          0.30             67.18          2.05           
33             67.15          7.05           2           2           67.18          0.03             74.23          7.08           
34             69.03          3.13           1           1           71.25          2.21             74.37          5.34           
35             71.68          0.17           1           1           74.37          2.70             74.54          2.87           
36             73.92          0.84           2           2           74.23          0.31             75.07          1.15           
37             74.01          16.08          1           1           74.54          0.53             90.62          16.61          
38             75.03          9.42           1           1           90.62          15.59            100.04         25.01          
39             76.39          14.78          -1          2           76.39          0.00             91.16          14.78          
40             81.61          0.73           2           2           91.16          9.55             91.90          10.29          
41             84.28          2.22           1           1           100.04         15.76            102.27         17.99          
42             85.33          2.63           0           0           89.43          4.10             92.06          6.73           
43             87.03          0.58           0           0           92.06          5.03             92.65          5.62           
44             87.53          6.02           2           2           91.90          4.37             97.91          10.38          
45             89.89          3.89           0           0           92.65          2.75             96.53          6.64           
46             91.32          15.01          1           1           102.27         10.95            117.28         25.96          
47             95.52          15.01          0           0           96.53          1.01             111.54         16.02          
48             97.05          11.19          0           0           111.54         14.49            122.73         25.68          
49             98.32          0.28           -1          2           98.32          0.00             98.60          0.28           
50             104.79         5.23           -1          2           104.79         0.00             110.02         5.23           
51             104.81         12.00          1           1           117.28         12.47            129.28         24.47          
52             105.01         21.01          2           2           110.02         5.02             131.04         26.03          
53             105.99         0.26           0           0           122.73         16.75            123.00         17.01          
54             107.65         12.99          1           1           129.28         21.63            142.27         34.62          
55             108.13         14.11          2           2           131.04         22.90            145.14         37.01          
56             108.15         10.95          0           0           123.00         14.84            133.95         25.79          
57             109.44         1.17           1           1           142.27         32.83            143.44         34.00          
58             110.22         5.14           2           2           145.14         34.92            150.28         40.06          
59             113.44         2.56           0           0           133.95         20.51            136.51         23.07          
60             113.77         5.90           2           2           150.28         36.51            156.19         42.41          
61             118.12         4.15           1           1           143.44         25.32            147.59         29.47          
62             118.16         1.14           0           0           136.51         18.36            137.65         19.50          
66             126.83         3.83           0           0           137.65         10.82            141.48         14.65          
67             126.97         0.18           0           0           141.48         14.51            141.66         14.69          
69             130.20         4.38           1           1           147.59         17.39            151.97         21.77          
70             133.88         7.26           2           2           156.19         22.30            163.44         29.56          
71             138.78         0.01           0           0           141.66         2.88             141.67         2.89           
72             139.49         3.40           0           0           141.67         2.18             145.07         5.59           
73             141.63         0.72           0           0           145.07         3.44             145.79         4.16           
74             141.80         17.90          0           0           145.79         3.99             163.69         21.89          
75             142.52         1.91           0           0           163.69         21.17            165.61         23.08          
76             142.90         1.41           1           1           151.97         9.07             153.38         10.48          
77             142.95         6.26           0           0           165.61         22.65            171.87         28.92          
78             144.65         0.70           1           1           153.38         8.72             154.08         9.42           
80             151.42         9.61           2           2           163.44         12.03            173.05         21.64          
81             152.66         6.77           1           1           154.08         1.42             160.85         8.19           
82             154.24         14.79          1           1           160.85         6.61             175.64         21.40          
83             156.37         15.68          1           1           175.64         19.27            191.32         34.96          
84             156.50         8.84           2           2           173.05         16.55            181.89         25.39          
85             159.25         2.69           0           0           171.87         12.62            174.56         15.31          
86             163.00         8.02           1           1           191.32         28.32            199.34         36.34          
87             165.15         16.20          2           2           181.89         16.74            198.09         32.94          
88             170.07         4.19           0           0           174.56         4.49             178.74         8.67           
89             170.14         13.39          0           0           178.74         8.60             192.13         21.99          
90             174.07         21.24          2           2           198.09         24.02            219.33         45.26          
91             178.21         5.43           0           0           192.13         13.93            197.56         19.35          
92             182.57         0.37           0           0           197.56         14.99            197.93         15.36          
93             183.61         1.04           1           1           199.34         15.73            200.38         16.77          
94             185.03         4.32           2           2           219.33         34.30            223.65         38.63          
95             186.86         8.82           0           0           197.93         11.07            206.75         19.89          
96             186.97         7.30           1           1           200.38         13.41            207.67         20.71          
97             189.01         15.60          2           2           223.65         34.65            239.25         50.24          
98             189.97         13.92          0           0           206.75         16.78            220.67         30.70          
100            195.01         0.17           1           1           207.67         12.67            207.84         12.84          
101            195.95         2.50           0           0           220.67         24.72            223.17         27.22          
103            199.76         9.67           0           0           223.17         23.41            232.84         33.08          
104            201.53         6.59           1           1           207.84         6.32             214.43         12.91          
105            203.04         3.79           1           1           214.43         11.39            218.23         15.18          
106            205.05         3.04           2           2           239.25         34.20            242.29         37.24          
107            206.53         1.19           0           0           232.84         26.31            234.02         27.50          
108            217.81         15.50          1           1           218.23         0.42             233.72         15.91          
109            223.54         0.81           1           1           233.72         10.19            234.54         11.00          
110            224.71         4.81           0           0           234.02         9.32             238.83         14.13          
111            225.52         4.59           1           1           234.54         9.02             239.13         13.61          
112            231.50         2.17           2           2           242.29         10.78            244.46         12.95          
113            231.64         4.20           0           0           238.83         7.20             243.03         11.40          
114            232.00         0.70           1           1           239.13         7.13             239.82         7.83           
115            232.51         3.78           2           2           244.46         11.95            248.24         15.73          
116            233.64         5.33           0           0           243.03         9.39             248.37         14.72          
117            236.15         15.53          1           1           239.82         3.68             255.36         19.21          
118            237.67         2.02           0           0           248.37         10.70            250.39         12.72          
119            241.21         1.18           1           1           255.36         14.15            256.54         15.33          
120            245.74         5.60           2           2           248.24         2.50             253.83         8.10           
121            248.16         7.24           0           0           250.39         2.22             257.62         9.46           
122            250.03         14.38          2           2           253.83         3.81             268.21         18.19          
123            250.29         20.33          0           0           257.62         7.33             277.96         27.66          
124            250.73         0.11           0           0           277.96         27.22            278.07         27.34          
125            256.82         10.86          -1          1           256.82         0.00             267.68         10.86          
126            259.88         9.50           1           1           267.68         7.81             277.18         17.31          
127            260.60         0.80           2           2           268.21         7.61             269.01         8.41           
128            261.15         11.67          0           0           278.07         16.92            289.74         28.58          
129            261.23         4.17           1           1           277.18         15.96            281.35         20.12          
130            263.59         1.55           2           2           269.01         5.42             270.57         6.97           
131            264.42         5.00           0           0           289.74         25.32            294.73         30.31          
132            270.95         11.14          -1          2           270.95         0.00             282.09         11.14          
133            273.55         5.45           2           2           282.09         8.54             287.54         13.98          
134            273.61         2.93           1           1           281.35         7.74             284.28         10.67          
135            274.75         2.88           2           2           287.54         12.78            290.41         15.66          
136            274.81         11.97          1           1           284.28         9.47             296.25         21.44          
137            275.32         0.34           2           2           290.41         15.09            290.75         15.43          
138            275.84         3.10           0           0           294.73         18.90            297.84         22.00          
139            280.11         0.09           0           0           297.84         17.72            297.93         17.81          
140            286.53         6.69           1           1           296.25         9.72             302.95         16.41          
141            286.80         9.73           1           1           302.95         16.15            312.68         25.88          
142            288.04         6.82           2           2           290.75         2.71             297.58         9.53           
143            293.19         0.21           2           2           297.58         4.38             297.79         4.60           
144            303.61         10.57          -1          0           303.61         0.00             314.18         10.57          
145            305.56         8.35           -1          2           305.56         0.00             313.90         8.35           
146            306.19         7.83           0           0           314.18         7.99             322.01         15.82          
147            306.56         1.64           1           1           312.68         6.12             314.32         7.76           
148            310.24         3.21           2           2           313.90         3.66             317.12         6.88           
149            311.69         0.56           0           0           322.01         10.31            322.57         10.88          
150            312.42         2.56           1           1           314.32         1.90             316.89         4.46           
151            313.99         4.84           2           2           317.12         3.12             321.96         7.96           
152            314.91         16.99          1           1           316.89         1.97             333.87         18.96          
153            320.50         1.69           1           1           333.87         13.37            335.56         15.06          
154            325.10         2.02           -1          0           325.10         0.00             327.12         2.02           
155            327.03         2.32           -1          2           327.03         0.00             329.35         2.32           
156            330.42         0.91           -1          0           330.42         0.00             331.33         0.91           
157            331.00         1.36           -1          2           331.00         0.00             332.36         1.36           
158            331.88         3.03           -1          0           331.88         0.00             334.91         3.03           
159            332.60         9.63           -1          2           332.60         0.00             342.23         9.63           
160            332.85         16.62          0           0           334.91         2.06             351.53         18.68          
161            334.04         3.29           1           1           335.56         1.52             338.86         4.82           
162            334.98         0.77           0           0           351.53         16.55            352.30         17.32          
163            336.48         4.57           1           1           338.86         2.38             343.42         6.94           
164            337.85         0.37           2           2           342.23         4.38             342.59         4.75           
165            338.06         0.58           0           0           352.30         14.24            352.88         14.82          
166            351.62         0.81           -1          1           351.62         0.00             352.43         0.81           
167            352.68         1.43           -1          1           352.68         0.00             354.11         1.43           
168            353.82         7.71           -1          0           353.82         0.00             361.53         7.71           
169            359.89         4.45           -1          1           359.89         0.00             364.34         4.45           
170            360.45         5.20           -1          2           360.45         0.00             365.65         5.20           
171            363.29         4.28           -1          0           363.29         0.00             367.57         4.28           
172            364.71         1.34           -1          1           364.71         0.00             366.05         1.34           
173            365.90         3.36           -1          2           365.90         0.00             369.25         3.36           
174            367.29         3.75           -1          1           367.29         0.00             371.04         3.75           
175            372.19         6.79           -1          0           372.19         0.00             378.98         6.79           
176            373.10         9.11           -1          1           373.10         0.00             382.21         9.11           
177            373.66         7.79           -1          2           373.66         0.00             381.45         7.79           
178            377.94         0.54           0           0           378.98         1.04             379.52         1.58           
179            382.43         5.43           -1          0           382.43         0.00             387.86         5.43           
180            383.02         1.49           -1          1           383.02         0.00             384.51         1.49           
181            384.77         1.85           -1          1           384.77         0.00             386.62         1.85           
182            391.94         19.37          -1          0           391.94         0.00             411.31         19.37          
183            392.94         0.57           -1          1           392.94         0.00             393.51         0.57           
184            393.27         6.31           -1          2           393.27         0.00             399.58         6.31           
185            394.86         0.69           -1          1           394.86         0.00             395.55         0.69           
186            394.96         5.23           0           0           411.31         16.35            416.54         21.59          
187            399.26         20.88          -1          1           399.26         0.00             420.14         20.88          
188            399.92         5.16           -1          2           399.92         0.00             405.08         5.16           
189            403.16         2.67           1           1           420.14         16.98            422.81         19.65          
190            405.20         28.31          -1          2           405.20         0.00             433.51         28.31          
191            405.38         4.03           2           2           433.51         28.13            437.54         32.16          
192            406.69         18.76          0           0           416.54         9.86             435.30         28.62          
193            407.71         1.96           1           1           422.81         15.10            424.77         17.06          
194            409.80         0.66           2           2           437.54         27.74            438.20         28.40          
195            411.31         4.61           0           0           435.30         23.99            439.91         28.60          
196            412.75         14.32          0           0           439.91         27.16            454.23         41.48          
197            412.76         3.06           1           1           424.77         12.01            427.83         15.07          
198            414.67         2.69           2           2           438.20         23.53            440.89         26.22          
199            417.02         0.50           0           0           454.23         37.21            454.73         37.71          
200            419.98         0.78           0           0           454.73         34.75            455.51         35.53          
201            420.97         1.33           1           1           427.83         6.86             429.16         8.19           
202            422.84         2.56           1           1           429.16         6.32             431.73         8.89           
203            432.38         1.25           -1          1           432.38         0.00             433.63         1.25           
204            432.48         1.88           1           1           433.63         1.15             435.51         3.03           
205            432.59         10.50          1           1           435.51         2.92             446.01         13.42          
206            433.00         4.79           1           1           446.01         13.01            450.80         17.79          
207            434.37         1.02           1           1           450.80         16.43            451.82         17.45          
208            438.97         2.67           2           2           440.89         1.91             443.56         4.59           
209            439.83         1.47           2           2           443.56         3.73             445.02         5.19           
210            443.78         4.84           2           2           445.02         1.24             449.86         6.08           
211            443.92         12.94          2           2           449.86         5.93             462.80         18.87          
212            449.89         24.35          2           2           462.80         12.90            487.15         37.25          
