Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
0              0.64           5.83           -1          0           0.64           0.00             6.47           5.83           
1              9.54           13.82          -1          0           9.54           0.00             23.36          13.82          
2              11.54          2.75           -1          1           11.54          0.00             14.29          2.75           
3              15.28          1.15           -1          1           15.28          0.00             16.43          1.15           
4              19.16          1.80           -1          1           19.16          0.00             20.96          1.80           
5              23.07          2.84           -1          1           23.07          0.00             25.91          2.84           
6              26.06          9.11           -1          0           26.06          0.00             35.17          9.11           
7              26.34          2.54           -1          1           26.34          0.00             28.88          2.54           
8              26.88          11.71          -1          2           26.88          0.00             38.59          11.71          
9              27.21          9.03           -1          3           27.21          0.00             36.24          9.03           
10             27.67          1.72           -1          4           27.67          0.00             29.39          1.72           
11             31.24          2.56           -1          1           31.24          0.00             33.80          2.56           
12             33.66          5.66           -1          4           33.66          0.00             39.32          5.66           
13             35.66          0.84           -1          0           35.66          0.00             36.50          0.84           
14             37.46          0.42           -1          0           37.46          0.00             37.89          0.42           
15             37.61          0.53           -1          1           37.61          0.00             38.14          0.53           
16             37.81          0.01           -1          3           37.81          0.00             37.82          0.01           
17             38.29          1.90           -1          0           38.29          0.00             40.19          1.90           
18             40.20          5.43           -1          0           40.20          0.00             45.63          5.43           
19             48.62          17.39          -1          0           48.62          0.00             66.01          17.39          
20             53.84          4.14           -1          1           53.84          0.00             57.98          4.14           
21             54.00          5.10           -1          2           54.00          0.00             59.10          5.10           
22             57.14          7.48           -1          3           57.14          0.00             64.62          7.48           
23             59.56          1.48           -1          1           59.56          0.00             61.04          1.48           
24             59.57          5.10           -1          2           59.57          0.00             64.67          5.10           
25             65.37          4.99           -1          1           65.37          0.00             70.35          4.99           
26             66.45          3.01           -1          0           66.45          0.00             69.46          3.01           
27             67.24          1.17           -1          2           67.24          0.00             68.41          1.17           
28             69.55          0.20           -1          0           69.55          0.00             69.75          0.20           
29             69.85          3.21           -1          0           69.85          0.00             73.06          3.21           
30             71.87          1.75           -1          1           71.87          0.00             73.62          1.75           
31             72.90          5.66           -1          2           72.90          0.00             78.56          5.66           
32             75.26          3.38           -1          0           75.26          0.00             78.64          3.38           
33             77.90          15.44          -1          1           77.90          0.00             93.34          15.44          
34             78.94          6.73           -1          0           78.94          0.00             85.67          6.73           
35             79.03          3.05           -1          2           79.03          0.00             82.08          3.05           
36             79.31          0.17           -1          3           79.31          0.00             79.48          0.17           
37             84.67          4.07           -1          2           84.67          0.00             88.74          4.07           
38             89.59          15.68          -1          0           89.59          0.00             105.27         15.68          
39             92.26          3.16           -1          2           92.26          0.00             95.43          3.16           
40             92.50          5.09           -1          3           92.50          0.00             97.59          5.09           
41             93.75          1.50           -1          1           93.75          0.00             95.25          1.50           
42             96.11          2.63           -1          1           96.11          0.00             98.74          2.63           
43             97.53          9.42           -1          2           97.53          0.00             106.95         9.42           
44             97.78          12.62          -1          3           97.78          0.00             110.40         12.62          
45             99.78          0.58           -1          1           99.78          0.00             100.37         0.58           
46             101.08         4.59           -1          1           101.08         0.00             105.67         4.59           
47             106.08         3.79           -1          0           106.08         0.00             109.87         3.79           
48             106.17         19.42          -1          1           106.17         0.00             125.59         19.42          
49             106.92         15.01          -1          4           106.92         0.00             121.93         15.01          
50             108.66         0.05           -1          2           108.66         0.00             108.71         0.05           
51             108.86         2.94           -1          2           108.86         0.00             111.80         2.94           
52             110.52         1.45           -1          0           110.52         0.00             111.97         1.45           
53             110.55         3.85           -1          3           110.55         0.00             114.39         3.85           
54             111.33         9.66           0           2           111.80         0.47             121.46         10.13          
55             118.33         11.19          -1          0           118.33         0.00             129.53         11.19          
56             118.67         13.05          -1          3           118.67         0.00             131.71         13.05          
57             122.67         0.10           -1          2           122.67         0.00             122.76         0.10           
58             125.53         0.14           -1          2           125.53         0.00             125.66         0.14           
59             125.97         15.96          -1          1           125.97         0.00             141.94         15.96          
60             126.06         10.95          -1          2           126.06         0.00             137.01         10.95          
61             126.20         0.73           -1          4           126.20         0.00             126.93         0.73           
62             129.19         12.99          -1          4           129.19         0.00             142.18         12.99          
63             132.87         14.11          -1          0           132.87         0.00             146.98         14.11          
64             137.76         2.56           -1          2           137.76         0.00             140.33         2.56           
65             138.14         3.83           -1          3           138.14         0.00             141.97         3.83           
66             138.85         0.18           0           2           140.33         1.48             140.50         1.65           
67             141.00         0.51           -1          2           141.00         0.00             141.51         0.51           
68             141.00         2.17           0           2           141.51         0.51             143.68         2.68           
69             142.14         1.17           -1          1           142.14         0.00             143.31         1.17           
70             142.51         0.15           -1          3           142.51         0.00             142.66         0.15           
71             144.21         4.15           -1          1           144.21         0.00             148.37         4.15           
72             144.31         19.99          -1          2           144.31         0.00             164.30         19.99          
73             144.56         5.14           -1          3           144.56         0.00             149.70         5.14           
74             150.52         4.38           -1          0           150.52         0.00             154.90         4.38           
75             152.49         3.72           -1          1           152.49         0.00             156.21         3.72           
76             152.96         4.74           -1          3           152.96         0.00             157.69         4.74           
77             153.19         6.77           -1          4           153.19         0.00             159.96         6.77           
78             155.32         7.26           -1          0           155.32         0.00             162.58         7.26           
79             155.46         11.26          0           1           156.21         0.75             167.47         12.01          
80             158.20         14.79          -1          3           158.20         0.00             172.99         14.79          
81             160.35         9.61           -1          4           160.35         0.00             169.96         9.61           
82             160.99         6.26           0           0           162.58         1.59             168.84         7.85           
83             165.91         0.22           -1          2           165.91         0.00             166.13         0.22           
84             169.84         2.69           -1          0           169.84         0.00             172.53         2.69           
85             172.79         12.40          -1          0           172.79         0.00             185.19         12.40          
86             174.18         15.68          -1          1           174.18         0.00             189.87         15.68          
87             178.55         13.39          -1          2           178.55         0.00             191.94         13.39          
88             183.95         3.12           -1          3           183.95         0.00             187.06         3.12           
89             185.36         5.50           -1          0           185.36         0.00             190.86         5.50           
